필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
항구,2,0,No,0
선박계,3,0,No,0
선원계,3,0,No,0
입항선박수,5,0,No,0
입항선원수,5,0,No,0
출항선박수,5,0,No,0
출항선원수,5,0,No,0
공항별,3,0,No,0
공항별,3,0,No,0
항공기수,4,0,No,0
승무원수,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
국적,2,0,No,0
국적,2,0,No,0
합계,2,0,No,0
승무원상륙,5,0,No,0
긴급상륙,4,0,No,0
재난상륙,4,0,No,0
난민임시상륙,6,0,No,0
상륙허가자출국,7,0,No,0
국적,2,0,No,0
국적,2,0,No,0
선박계,3,0,No,0
선원계,3,0,No,0
입항선박수,5,0,No,0
입항선원수,5,0,No,0
출항선박수,5,0,No,0
출항선원수,5,0,No,0
국적,2,0,No,0
국적,2,0,No,0
항공기수,4,0,No,0
승무원수,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
국적,2,0,No,0
성별,2,0,No,0
합계,2,0,No,0
인천공항,4,0,No,0
부산,2,0,No,0
인천,2,0,No,0
김해,2,0,No,0
제주,2,0,No,0
대구,2,0,No,0
여수,2,0,No,0
창원,2,0,No,0
청주,2,0,No,0
김포공항,4,0,No,0
울산,2,0,No,0
감천,2,0,No,0
평택,2,0,No,0
오산,2,0,No,0
포항,2,0,No,0
서산,2,0,No,0
광양,2,0,No,0
목포,2,0,No,0
통영,2,0,No,0
사천,2,0,No,0
거제,2,0,No,0
군산,2,0,No,0
동해,2,0,No,0
속초,2,0,No,0
고성,2,0,No,0
성남,2,0,No,0
양양공항,4,0,No,0
도라산,3,0,No,0
무안공항,4,0,No,0
"국적
Nationality",13,0,No,0
성별,2,0,No,0
합계,2,0,No,0
단기상용,4,0,No,0
단기종합,4,0,No,0
단기취업,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
산업연수,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
종교,2,0,No,0
주재,2,0,No,0
기업투자,4,0,No,0
무역경영,4,0,No,0
교수,2,0,No,0
회화,2,0,No,0
연구,2,0,No,0
기술지도,4,0,No,0
전문직업,4,0,No,0
예술흥행,4,0,No,0
특정활동,4,0,No,0
비전문취업,5,0,No,0
선원취업,4,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
방문취업,4,0,No,0
국적,2,0,No,0
성별,2,0,No,0
합계,2,0,No,0
협정,2,0,No,0
단기상용,4,0,No,0
단기종합,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
재외동포,4,0,No,0
기타,2,0,No,0
방문취업,4,0,No,0
공항별,3,0,No,0
공항별,3,0,No,0
항공기수,4,0,No,0
승무원수,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
국적,2,0,No,0
국적,2,0,No,0
선박계,3,0,No,0
선원계,3,0,No,0
입항선박수,5,0,No,0
입항선원수,5,0,No,0
출항선박수,5,0,No,0
출항선원수,5,0,No,0
국적,2,0,No,0
국적,2,0,No,0
항공기수,4,0,No,0
승무원수,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
"국적
Nationality",13,0,No,0
성별,2,0,No,0
합계,2,0,No,0
단기상용,4,0,No,0
단기종합,4,0,No,0
단기취업,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
산업연수,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
종교,2,0,No,0
주재,2,0,No,0
기업투자,4,0,No,0
무역경영,4,0,No,0
교수,2,0,No,0
회화,2,0,No,0
연구,2,0,No,0
기술지도,4,0,No,0
전문직업,4,0,No,0
예술흥행,4,0,No,0
특정활동,4,0,No,0
비전문취업,5,0,No,0
선원취업,4,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
결혼이민,4,0,No,0
기타,2,0,No,0
방문취업,4,0,No,0
"국적
Nationality",13,0,No,0
성별,2,0,No,0
합계,2,0,No,0
공무,2,0,No,0
일시취재,4,0,No,0
단기상용,4,0,No,0
단기종합,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
결혼이민,4,0,No,0
방문취업,4,0,No,0
"
국적
Nationality",13,0,No,0
"성별
Sex",5,0,No,0
"합계
Total",7,0,No,0
"0~4세
Years",9,0,Yes,1
5~9세,4,0,Yes,1
10~14세,6,0,Yes,1
15~19세,6,0,Yes,1
20~24세,6,0,Yes,1
25~29세,6,0,Yes,1
30~34세,6,0,Yes,1
35~39세,6,0,Yes,1
40~44세,6,0,Yes,1
45~49세,6,0,Yes,1
50~54세,6,0,Yes,1
55~59세,6,0,Yes,1
"60세 이상
Years & over",18,3,Yes,1
월 month,7,1,No,0
성별,2,0,No,0
합계,2,0,No,0
1월,2,0,No,0
2월,2,0,No,0
3월,2,0,No,0
4월,2,0,No,0
5월,2,0,No,0
6월,2,0,No,0
7월,2,0,No,0
8월,2,0,No,0
9월,2,0,No,0
10월,3,0,No,0
11월,3,0,No,0
12월,3,0,No,0
국적,2,0,No,0
성별,2,0,No,0
소계,2,0,No,0
외교,2,0,No,0
공무,2,0,No,0
협정,2,0,No,0
사증면제,4,0,No,0
관광통과,4,0,No,0
일시취재,4,0,No,0
단기상용,4,0,No,0
단기방문,4,0,No,0
단기취업,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
산업연수,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
종교,2,0,No,0
주재,2,0,No,0
기업투자,4,0,No,0
무역경영,4,0,No,0
구직,2,0,No,0
교수,2,0,No,0
회화,2,0,No,0
연구,2,0,No,0
기술지도,4,0,No,0
전문직업,4,0,No,0
예술흥행,4,0,No,0
특정활동,4,0,No,0
비전문취업,5,0,No,0
선원취업,4,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
영주,2,0,No,0
결혼이민,4,0,No,0
기타,2,0,No,0
관광취업,4,0,No,0
방문취업,4,0,No,0
"
국   적
Nationality",16,3,No,0
"성별
Sex",5,0,No,0
"합계
Total",7,0,No,0
1일,2,0,No,0
2일,2,0,No,0
3일,2,0,No,0
4일,2,0,No,0
5일,2,0,No,0
6~10일,5,0,Yes,1
11~20일,6,0,Yes,1
1개월 이하,6,1,No,0
2개월 이하,6,1,No,0
3개월 이하,6,1,No,0
6월 이하,5,1,No,0
1년 이하,5,1,No,0
2년 이하,5,1,No,0
3년 이하,5,1,No,0
5년 이하,5,1,No,0
10년 이하,6,1,No,0
10년 초과,6,1,No,0
항구,2,0,No,0
항구,2,0,No,0
합계,2,0,No,0
승무원상륙,5,0,No,0
긴급상륙,4,0,No,0
재난상륙,4,0,No,0
상륙허가자출국,7,0,No,0
공항별,3,0,No,0
공항별,3,0,No,0
항공기계,4,0,No,0
승무원계,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
국적,2,0,No,0
국적,2,0,No,0
선박계,3,0,No,0
선원계,3,0,No,0
입항선박수,5,0,No,0
입항선원수,5,0,No,0
출항선박수,5,0,No,0
출항선원수,5,0,No,0
국적,2,0,No,0
국적,2,0,No,0
항공기계,4,0,No,0
승무원계,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
국적,2,0,No,0
성별,2,0,No,0
합계,2,0,No,0
인천공항,4,0,No,0
부산,2,0,No,0
인천,2,0,No,0
김해,2,0,No,0
제주,2,0,No,0
대구,2,0,No,0
여수,2,0,No,0
광주,2,0,No,0
청주,2,0,No,0
김포공항,4,0,No,0
울산,2,0,No,0
감천,2,0,No,0
평택,2,0,No,0
오산,2,0,No,0
포항,2,0,No,0
광양,2,0,No,0
목포,2,0,No,0
통영,2,0,No,0
사천,2,0,No,0
거제,2,0,No,0
군산,2,0,No,0
동해,2,0,No,0
속초,2,0,No,0
성남,2,0,No,0
양양공항,4,0,No,0
도라산,3,0,No,0
무안공항,4,0,No,0
창원,2,0,No,0
서산,2,0,No,0
국적,2,0,No,0
성별,2,0,No,0
합계,2,0,No,0
외교,2,0,No,0
공무,2,0,No,0
단기방문,4,0,No,0
단기취업,4,0,No,0
유학,2,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
재외동포,4,0,No,0
결혼이민,4,0,No,0
"
국적
Nationality",13,0,No,0
"성별
Sex",5,0,No,0
"합계
Total",7,0,No,0
"0~4세
Years",9,0,Yes,1
5~9세,4,0,Yes,1
10~14세,6,0,Yes,1
15~19세,6,0,Yes,1
20~24세,6,0,Yes,1
25~29세,6,0,Yes,1
30~34세,6,0,Yes,1
35~39세,6,0,Yes,1
40~44세,6,0,Yes,1
45~49세,6,0,Yes,1
50~54세,6,0,Yes,1
55~59세,6,0,Yes,1
60~64세,6,0,Yes,1
65~69세,6,0,Yes,1
70~74세,6,0,Yes,1
75~79세,6,0,Yes,1
"80세 이상
Years & over",18,3,Yes,1
월 month,7,1,No,0
성별,2,0,No,0
합계,2,0,No,0
1월,2,0,No,0
2월,2,0,No,0
3월,2,0,No,0
4월,2,0,No,0
5월,2,0,No,0
6월,2,0,No,0
7월,2,0,No,0
8월,2,0,No,0
9월,2,0,No,0
10월,3,0,No,0
11월,3,0,No,0
12월,3,0,No,0
"
국적
Nationality",13,0,No,0
"성별
Sex",5,0,No,0
"합계
Total",7,0,No,0
1일,2,0,No,0
2일,2,0,No,0
3일,2,0,No,0
4일,2,0,No,0
5일,2,0,No,0
6~10일,5,0,Yes,1
11~20일,6,0,Yes,1
1개월 이하,6,1,No,0
2개월 이하,6,1,No,0
3개월 이하,6,1,No,0
6월 이하,5,1,No,0
1년 이하,5,1,No,0
2년 이하,5,1,No,0
3년 이하,5,1,No,0
5년 이하,5,1,No,0
10년 이하,6,1,No,0
10년 초과,6,1,No,0
항구,2,0,No,0
항구,2,0,No,0
합계,2,0,No,0
승무원상륙,5,0,No,0
긴급상륙,4,0,No,0
재난상륙,4,0,No,0
상륙허가자출국,7,0,No,0
                            시행일 Operation                                               구     분                                        Classification 열차종별  Train,133,96,No,0
2012. 3. 1,10,2,Yes,2
2012. 9. 1,10,2,Yes,2
2012. 12. 31,12,2,Yes,2
MBB1),5,0,Yes,1
발행일 ,3,0,No,0
발행금액,4,0,No,0
"가중평균 
발행금리(%)",11,0,Yes,3
발행통화,4,0,No,0
MBS1),5,0,Yes,1
발행일 ,3,0,No,0
트랜치,3,0,No,0
발행금액,4,0,No,0
연·월말 MBS 잔액,11,2,Yes,1
"가중평균 
발행금리(%)",11,0,Yes,3
SLBS1),6,0,Yes,1
발행일자,4,0,No,0
트랜치,3,0,No,0
발행금액,4,0,No,0
연·월말 잔액,7,1,Yes,1
가중평균 발행금리(%),12,1,Yes,3
연월중1),5,0,Yes,1
"합계
Total",7,0,No,0
LTV2) 35% 이하,12,2,Yes,2
35%초과 ~ 40%이하,13,2,Yes,3
40%초과 ~ 45%이하,13,2,Yes,3
45%초과 ~ 50%이하,13,2,Yes,3
50%초과 ~ 55%이하,13,2,Yes,3
55%초과 ~ 60%이하,13,2,Yes,3
60%초과 ~ 65%이하,13,2,Yes,3
65%초과,5,0,Yes,1
연월중,3,0,No,0
대출금액,4,0,No,0
대출잔액,4,0,No,0
연월말,3,0,No,0
판매금액1),6,0,Yes,1
누적잔액2),6,0,Yes,1
적용금리3),6,0,Yes,1
금리적용기준일,7,0,No,0
연월말,3,0,No,0
기본재산,4,0,No,0
보증승낙,4,0,No,0
보증해지,4,0,No,0
보증잔액,4,0,No,0
연월중,3,0,No,0
합계,2,0,No,0
종신형2),5,0,Yes,1
혼합형3),5,0,Yes,1
분기말,3,0,No,0
전국,2,0,No,0
서울,2,0,No,0
부산,2,0,No,0
대구 ,2,0,No,0
인천 ,2,0,No,0
광주,2,0,No,0
대전,2,0,No,0
울산,2,0,No,0
경기,2,0,No,0
강원,2,0,No,0
충북 ,2,0,No,0
충남 ,2,0,No,0
전북 ,2,0,No,0
전남 ,2,0,No,0
경북 ,2,0,No,0
경남 ,2,0,No,0
제주 ,2,0,No,0
분기말,3,0,No,0
"국적
Nationality",13,0,No,0
성별,2,0,No,0
합계,2,0,No,0
외교,2,0,No,0
공무,2,0,No,0
사증면제,4,0,No,0
관광통과,4,0,No,0
일시취재,4,0,No,0
단기방문,4,0,No,0
단기취업,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
기술연수,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
종교,2,0,No,0
주재,2,0,No,0
기업투자,4,0,No,0
무역경영,4,0,No,0
구직,2,0,No,0
교수,2,0,No,0
회화,2,0,No,0
연구,2,0,No,0
기술지도,4,0,No,0
전문직업,4,0,No,0
예술흥행,4,0,No,0
특정활동,4,0,No,0
비전문취업,5,0,No,0
선원취업,4,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
영주,2,0,No,0
결혼이민,4,0,No,0
기타,2,0,No,0
관광취업,4,0,No,0
방문취업,4,0,No,0
관광상륙,4,0,No,0
기타,2,0,No,0
국적,2,0,No,0
국적,2,0,No,0
항공기계,4,0,No,0
승무원계,4,0,No,0
입항항공기수,6,0,No,0
입항승무원수,6,0,No,0
출항항공기수,6,0,No,0
출항승무원수,6,0,No,0
"국적
Nationality",13,0,No,0
성별,2,0,No,0
합계,2,0,No,0
공무,2,0,No,0
단기방문,4,0,No,0
단기취업,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
기술연수,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
종교,2,0,No,0
주재,2,0,No,0
기업투자,4,0,No,0
무역경영,4,0,No,0
교수,2,0,No,0
회화,2,0,No,0
연구,2,0,No,0
기술지도,4,0,No,0
전문직업,4,0,No,0
예술흥행,4,0,No,0
특정활동,4,0,No,0
비전문취업,5,0,No,0
선원취업,4,0,No,0
방문동거,4,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
결혼이민,4,0,No,0
기타,2,0,No,0
방문취업,4,0,No,0
국적,2,0,No,0
성별,2,0,No,0
합계,2,0,No,0
0~4세,4,0,Yes,1
5~9세,4,0,Yes,1
10~14세,6,0,Yes,1
15~19세,6,0,Yes,1
20~24세,6,0,Yes,1
25~29세,6,0,Yes,1
30~34세,6,0,Yes,1
35~39세,6,0,Yes,1
40~44세,6,0,Yes,1
45~49세,6,0,Yes,1
50~54세,6,0,Yes,1
55~59세,6,0,Yes,1
60~64세,6,0,Yes,1
65~69세,6,0,Yes,1
70~74세,6,0,Yes,1
75~79세,6,0,Yes,1
80세 이상,6,1,No,0
국적,2,0,No,0
성별,2,0,No,0
합계,2,0,No,0
외교,2,0,No,0
공무,2,0,No,0
사증면제,4,0,No,0
관광통과,4,0,No,0
일시취재,4,0,No,0
단기방문,4,0,No,0
단기취업,4,0,No,0
문화예술,4,0,No,0
유학,2,0,No,0
기술연수,4,0,No,0
일반연수,4,0,No,0
취재,2,0,No,0
종교,2,0,No,0
주재,2,0,No,0
기업투자,4,0,No,0
무역경영,4,0,No,0
구직,2,0,No,0
교수,2,0,No,0
회화,2,0,No,0
연구,2,0,No,0
기술지도,4,0,No,0
전문직업,4,0,No,0
예술흥행,4,0,No,0
특정활동,4,0,No,0
비전문취업,5,0,No,0
선원취업,4,0,No,0
방문동거,4,0,No,0
거주,2,0,No,0
동반,2,0,No,0
재외동포,4,0,No,0
영주,2,0,No,0
결혼이민,4,0,No,0
기타,2,0,No,0
관광취업,4,0,No,0
방문취업,4,0,No,0
관광상륙,4,0,No,0
기타,2,0,No,0
"
국적
Nationality",13,0,No,0
"성별
Sex",5,0,No,0
"합계
Total",7,0,No,0
1일,2,0,No,0
2일,2,0,No,0
3일,2,0,No,0
4일,2,0,No,0
5일,2,0,No,0
6~10일,5,0,Yes,1
11~20일,6,0,Yes,1
1개월 이하,6,1,No,0
2개월 이하,6,1,No,0
3개월 이하,6,1,No,0
6월 이하,5,1,No,0
1년 이하,5,1,No,0
2년 이하,5,1,No,0
3년 이하,5,1,No,0
5년 이하,5,1,No,0
10년 이하,6,1,No,0
10년 초과,6,1,No,0
국   적,5,3,No,0
국   적,5,3,No,0
합계,2,0,No,0
강제퇴거,4,0,No,0
출국명령,4,0,No,0
출국권고,4,0,No,0
통고처분 소계,7,1,No,0
통고처분 체류,7,1,No,0
통고처분 출국,7,1,No,0
통고처분 기타,7,1,No,0
통고처분 금액(천),10,1,Yes,2
처분면제 소계,7,1,No,0
처분면제 체류,7,1,No,0
처분면제 출국,7,1,No,0
처분면제 기타,7,1,No,0
과태료 소계,6,1,No,0
과테료 체류,6,1,No,0
과태료 출국,6,1,No,0
과태료 기타,6,1,No,0
과태료 금액(천),9,1,Yes,2
고발,2,0,No,0
경고,2,0,No,0
MBB1),5,0,Yes,1
발행일 ,3,0,No,0
발행금액,4,0,No,0
"가중평균 
발행금리(%)",11,0,Yes,3
발행통화,4,0,No,0
MBS1),5,0,Yes,1
발행일 ,3,0,No,0
트랜치,3,0,No,0
발행금액,4,0,No,0
연·월말 MBS 잔액,11,2,Yes,1
"가중평균 
발행금리(%)",11,0,Yes,3
SLBS1),6,0,Yes,1
발행일자,4,0,No,0
트랜치,3,0,No,0
발행금액,4,0,No,0
연·월말 잔액,7,1,Yes,1
가중평균 발행금리(%),12,1,Yes,3
연월중1),5,0,Yes,1
"합계
Total",7,0,No,0
LTV2) 35% 이하,12,2,Yes,2
35%초과 ~ 40%이하,13,2,Yes,3
40%초과 ~ 45%이하,13,2,Yes,3
45%초과 ~ 50%이하,13,2,Yes,3
50%초과 ~ 55%이하,13,2,Yes,3
55%초과 ~ 60%이하,13,2,Yes,3
60%초과 ~ 65%이하,13,2,Yes,3
65%초과,5,0,Yes,1
연월중,3,0,No,0
연월말,3,0,No,0
판매금액1),6,0,Yes,1
누적잔액2),6,0,Yes,1
적용금리3),6,0,Yes,1
금리적용기준일,7,0,No,0
연월말,3,0,No,0
기본재산,4,0,No,0
보증승낙,4,0,No,0
보증해지,4,0,No,0
보증잔액,4,0,No,0
연월중,3,0,No,0
합계,2,0,No,0
종신형2),5,0,Yes,1
혼합형3),5,0,Yes,1
분기말,3,0,No,0
전국,2,0,No,0
서울,2,0,No,0
부산,2,0,No,0
대구 ,2,0,No,0
인천 ,2,0,No,0
광주,2,0,No,0
대전,2,0,No,0
울산,2,0,No,0
경기,2,0,No,0
강원,2,0,No,0
충북 ,2,0,No,0
충남 ,2,0,No,0
전북 ,2,0,No,0
전남 ,2,0,No,0
경북 ,2,0,No,0
경남 ,2,0,No,0
제주 ,2,0,No,0
분기말,3,0,No,0
상품명,3,0,No,0
조기상환율    Prepayment,19,4,No,0
연체율    Delinquency,18,4,No,0
발행회차,4,0,No,0
발행일자,4,0,No,0
가중평균,4,0,No,0
1년,2,0,No,0
2년,2,0,No,0
3년,2,0,No,0
5년,2,0,No,0
7년,2,0,No,0
10년,3,0,No,0
15년,3,0,No,0
20년,3,0,No,0
MBB1),5,0,Yes,1
발행일 ,3,0,No,0
발행금액,4,0,No,0
연·월말 MBB 잔액,11,2,Yes,1
가중평균 발행금리(%),12,1,Yes,3
발행통화,4,0,No,0
구분,2,0,No,0
1년,2,0,No,0
2년,2,0,No,0
3년,2,0,No,0
5년,2,0,No,0
7년,2,0,No,0
10년,3,0,No,0
15년,3,0,No,0
20년,3,0,No,0
21년,3,0,No,0
21년,3,0,No,0
합계,2,0,No,0
상품명,3,0,No,0
조기상환율    Prepayment,19,4,No,0
연체율    Delinquency,18,4,No,0
MBS1),5,0,Yes,1
발행일 ,3,0,No,0
트랜치,3,0,No,0
발행금액,4,0,No,0
연·월말 MBS 잔액,11,2,Yes,1
가중평균 발행금리(%),12,1,Yes,3
상품명,3,0,No,0
조기상환율    Prepayment,19,4,No,0
연체율    Delinquency,18,4,No,0
상품명,3,0,No,0
발행회차,4,0,No,0
발행일자,4,0,No,0
가중평균,4,0,No,0
1년,2,0,No,0
2년,2,0,No,0
3년,2,0,No,0
5년,2,0,No,0
7년,2,0,No,0
10년,3,0,No,0
15년,3,0,No,0
20년,3,0,No,0
SLBS1),6,0,Yes,1
발행일자,4,0,No,0
트랜치,3,0,No,0
발행금액,4,0,No,0
연·월말 잔액,7,1,Yes,1
가중평균 발행금리(%),12,1,Yes,3
구분,2,0,No,0
1년,2,0,No,0
2년,2,0,No,0
3년,2,0,No,0
5년,2,0,No,0
7년,2,0,No,0
10년,3,0,No,0
15년,3,0,No,0
20년,3,0,No,0
21년,3,0,No,0
합계,2,0,No,0
연월중,3,0,No,0
10백만원이하,7,0,No,0
20백만원이하,7,0,No,0
30백만원이하,7,0,No,0
40백만원이하,7,0,No,0
50백만원이하,7,0,No,0
60백만원이하,7,0,No,0
70백만원이하,7,0,No,0
80백만원이하,7,0,No,0
90백만원이하,7,0,No,0
100백만원이하,8,0,No,0
100백만원초과,8,0,No,0
연월중,3,0,No,0
10백만원이하,7,0,No,0
20백만원이하,7,0,No,0
30백만원이하,7,0,No,0
40백만원이하,7,0,No,0
50백만원이하,7,0,No,0
60백만원이하,7,0,No,0
70백만원이하,7,0,No,0
80백만원이하,7,0,No,0
90백만원이하,7,0,No,0
100백만원이하,8,0,No,0
100백만원초과,8,0,No,0
개량,2,0,No,0
건축,2,0,No,0
구입,2,0,No,0
전세자금,4,0,No,0
중도금,3,0,No,0
합계,2,0,No,0
개량,2,0,No,0
건축,2,0,No,0
구입,2,0,No,0
전세자금,4,0,No,0
중도금,3,0,No,0
합계,2,0,No,0
연월중,3,0,No,0
서울특별시,5,0,No,0
부산광역시,5,0,No,0
대구광역시,5,0,No,0
인천광역시,5,0,No,0
광주광역시,5,0,No,0
대전광역시,5,0,No,0
울산광역시,5,0,No,0
경기도,3,0,No,0
충청북도,4,0,No,0
충청남도,4,0,No,0
전라북도,4,0,No,0
전라남도,4,0,No,0
경상북도,4,0,No,0
경상남도,4,0,No,0
강원도 ,3,0,No,0
제주도,3,0,No,0
세종특별자치시,7,0,No,0
기타,2,0,No,0
연월중,3,0,No,0
